ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Segmentation,Description
1462220238,Female,No,41,Yes,Doctor,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462222000,Male,Yes,36,Yes,Fashion Designer,8,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218619,Female,No,39,Yes,Fashion Designer,3,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462223761,Female,Yes,38,Yes,Fashion Designer,6,Low,2,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462218906,Female,Yes,50,Yes,Singer,7,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462224347,Female,Yes,40,Yes,Scientist,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462222688,Male,No,38,Yes,Fashion Designer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462221566,Female,No,47,Yes,Housewife,9,Low,3,Dog_4,Akshat,The specimen is reliable and experienced.
1462223474,Male,No,28,Yes,Doctor,0,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462220495,Male,No,20,No,Doctor,1,Low,5,Dog_2,Darsh,The specimen is responsible and hardworking.
1462218790,Female,Yes,53,No,Scientist,8,Average,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462225886,Female,Yes,40,Yes,Scientist,0,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222654,Female,Yes,86,No,Lawyer,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222807,Female,Yes,50,Yes,Fashion Designer,4,Average,2,Dog_5,Chaitanya,The specimen is reliable and experienced.
1462225242,Female,,36,Yes,Singer,8,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462221252,Male,Yes,52,Yes,HR,1,High,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224287,Female,No,31,Yes,Scientist,0,Low,2,Dog_4,Darsh,The specimen is reliable and experienced.
1462219470,Male,No,25,No,HR,3,Low,1,Dog_4,Akshat,The specimen is responsible and hardworking.
1462225963,Female,Yes,42,Yes,Scientist,0,Average,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462219312,Male,Yes,52,Yes,HR,1,Low,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221065,Male,No,18,No,Fashion Designer,,Low,4,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462221699,Male,Yes,37,Yes,,0,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223992,Male,Yes,53,Yes,Fashion Designer,4,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225228,Female,No,25,No,Scientist,1,Low,1,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462219170,Female,No,25,No,Doctor,0,Low,4,Dog_2,Darsh,The specimen is responsible and hardworking.
1462220984,Male,,37,Yes,Fashion Designer,1,Average,3,Dog_3,Akshat,The specimen is reliable and experienced.
1462222087,Female,,29,No,Scientist,0,High,4,Dog_6,Akshat,The specimen is responsible and hardworking.
1462219422,Male,No,22,No,Doctor,0,Low,9,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225028,Male,Yes,40,No,Singer,5,Low,4,Dog_3,Darsh,The specimen is reliable and experienced.
1462225196,Male,Yes,61,No,Singer,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462224377,Male,Yes,68,Yes,Singer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223575,Male,Yes,48,Yes,Fashion Designer,1,Low,3,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462224451,Male,No,35,Yes,Scientist,3,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462222365,Male,No,19,No,Scientist,0,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462222213,Male,Yes,79,No,Lawyer,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462220804,Female,Yes,36,Yes,Fashion Designer,1,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220642,Female,No,31,No,Doctor,0,Low,7,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223818,Female,No,26,No,Scientist,2,Low,7,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224217,Female,,49,Yes,Singer,1,High,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462223781,Female,Yes,49,Yes,Fashion Designer,0,Low,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219232,Female,No,26,No,Doctor,10,Low,1,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219396,Male,No,25,Yes,Doctor,1,Low,4,Dog_3,Darsh,The specimen is responsible and hardworking.
1462225977,Male,Yes,49,No,HR,11,High,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462221779,Male,Yes,47,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220497,Male,No,26,No,Scientist,0,Low,6,Dog_2,Bhavesh,The specimen is responsible and hardworking.
1462222741,Female,No,27,No,Scientist,1,Low,1,Dog_4,Akshat,The specimen is responsible and hardworking.
1462226435,Male,Yes,61,No,Scientist,0,Low,3,Dog_4,Akshat,The specimen is reliable and experienced.
1462218543,Male,Yes,55,Yes,Fashion Designer,9,Average,2,Dog_1,Chaitanya,The specimen is reliable and experienced.
1462219144,Male,No,28,Yes,Doctor,2,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222280,Male,No,25,No,Doctor,1,Low,5,Dog_4,Chaitanya,The specimen is responsible and hardworking.
1462225364,Female,Yes,73,No,Lawyer,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220207,Male,Yes,63,Yes,HR,0,High,5,Dog_6,Darsh,The specimen is reliable and experienced.
1462218752,Female,No,28,Yes,Singer,0,Low,4,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462221472,Female,No,39,Yes,Scientist,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462225394,Female,Yes,42,No,Scientist,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462222513,Female,Yes,37,Yes,Fashion Designer,7,Average,2,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462223359,Male,No,42,Yes,Doctor,9,Low,1,Dog_3,Darsh,The specimen is reliable and experienced.
1462219122,Female,No,26,No,Content Creation,3,Low,3,Dog_3,Akshat,The specimen is responsible and hardworking.
1462219194,Male,No,23,No,Doctor,1,Low,3,Dog_4,Darsh,The specimen is responsible and hardworking.
1462224123,Female,Yes,59,No,Scientist,,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220618,Female,No,19,No,Doctor,0,Low,3,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462221754,Male,Yes,30,Yes,Fashion Designer,,Low,1,Dog_7,Bhavesh,The specimen is reliable and experienced.
1462226472,,No,43,Yes,Singer,14,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462222976,Female,No,29,No,Doctor,0,Low,3,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462221574,Female,Yes,31,No,Singer,0,Average,,Dog_4,Darsh,The specimen is reliable and experienced.
1462221355,Female,Yes,41,Yes,Singer,9,Low,1,Dog_7,Darsh,The specimen is reliable and experienced.
1462226508,Female,No,23,No,Content Creation,4,Low,4,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462222594,Female,Yes,42,Yes,Fashion Designer,5,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462223438,Male,Yes,43,No,Fashion Designer,1,High,9,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462225525,Female,No,47,No,Scientist,,Low,,Dog_6,Akshat,The specimen is reliable and experienced.
1462219629,Male,Yes,73,No,Housewife,2,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462226279,Male,,52,Yes,HR,0,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220404,Male,Yes,50,Yes,HR,4,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218673,Female,Yes,42,Yes,Fashion Designer,5,Low,200,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219063,Male,Yes,51,No,Fashion Designer,,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224455,Male,Yes,31,Yes,Scientist,1,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462222941,Male,Yes,61,Yes,HR,0,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462225114,Female,No,43,Yes,Fashion Designer,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462224124,Male,No,28,Yes,Doctor,0,Low,5,Dog_6,Darsh,The specimen is responsible and hardworking.
1462221183,Female,No,53,Yes,Fashion Designer,0,Low,2,,Akshat,The specimen is reliable and experienced.
1462219319,Male,Yes,37,Yes,Fashion Designer,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224665,Female,No,47,Yes,Fashion Designer,0,Low,1,Dog_1,Chaitanya,The specimen is reliable and experienced.
1462220991,Male,Yes,53,Yes,HR,1,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219904,Male,Yes,55,Yes,HR,8,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224575,Male,Yes,52,No,Singer,0,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462218803,Male,Yes,89,Yes,Lawyer,13,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462221818,Male,Yes,35,Yes,Singer,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462222608,Male,Yes,74,Yes,Singer,1,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462221036,Female,Yes,72,Yes,Scientist,1,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219204,Female,Yes,58,Yes,Scientist,,High,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219876,Male,No,29,Yes,Fashion Designer,7,Low,1,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462222971,Male,Yes,84,Yes,Lawyer,,Low,,Dog_4,Darsh,The specimen is reliable and experienced.
1462223767,Male,No,43,No,Fashion Designer,6,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221831,Male,No,19,No,Scientist,1,Low,2,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462221662,Female,No,85,Yes,Lawyer,0,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462219363,Male,Yes,49,Yes,Fashion Designer,,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223252,Male,Yes,33,Yes,,0,Low,2,Dog_3,Darsh,The specimen is reliable and experienced.
1462223028,Female,,22,No,Scientist,6,High,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226434,Female,No,32,No,Doctor,7,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462220687,Male,No,42,Yes,Singer,3,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462220411,Male,Yes,73,No,HR,1,High,2,Dog_4,Darsh,The specimen is reliable and experienced.
1462218735,Male,Yes,70,Yes,Lawyer,1,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223205,Female,Yes,35,Yes,Fashion Designer,0,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462218756,Female,Yes,35,Yes,Fashion Designer,1,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219961,Male,Yes,31,No,HR,,Average,3,Dog_4,Akshat,The specimen is reliable and experienced.
1462219763,Male,Yes,38,Yes,Fashion Designer,0,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218995,Female,No,29,Yes,Doctor,9,Low,3,Dog_4,Akshat,The specimen is responsible and hardworking.
1462221188,Male,No,35,Yes,Fashion Designer,1,Low,2,Dog_3,Akshat,The specimen is reliable and experienced.
1462220156,Male,No,23,No,Content Creation,0,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224794,Female,Yes,69,Yes,Fashion Designer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224157,Female,Yes,66,Yes,Lawyer,1,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220590,Male,Yes,63,Yes,Housewife,1,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222386,Male,Yes,40,Yes,Fashion Designer,1,Average,5,Dog_6,Akshat,The specimen is reliable and experienced.
1462225690,Male,Yes,32,Yes,Fashion Designer,9,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222727,Male,,89,No,Lawyer,1,High,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462220965,Female,No,35,No,Content Creation,,Low,,Dog_3,Darsh,The specimen is reliable and experienced.
1462220603,Male,No,20,No,Doctor,2,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462223808,Male,Yes,52,Yes,Fashion Designer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462223719,Female,No,36,Yes,Scientist,9,Low,5,Dog_6,Darsh,The specimen is reliable and experienced.
1462220153,Male,Yes,41,Yes,Fashion Designer,1,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225025,Male,Yes,61,Yes,Singer,3,Average,6,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220720,Male,Yes,,No,Lawyer,0,High,,Dog_6,Akshat,The specimen is reliable and experienced.
1462223709,Female,No,29,No,Doctor,0,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224063,Female,No,30,No,Doctor,0,Low,9,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223649,Male,No,31,Yes,Scientist,8,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462222716,Male,No,47,No,Singer,1,Low,1,Dog_4,Akshat,The specimen is reliable and experienced.
1462225583,Female,No,25,No,Content Creation,8,Low,5,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226202,Male,No,35,Yes,Fashion Designer,9,Low,2,Dog_3,Akshat,The specimen is reliable and experienced.
1462225329,Female,Yes,61,Yes,Fashion Designer,0,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462225622,Male,Yes,27,Yes,Singer,0,Average,2,Dog_6,Akshat,The specimen is responsible and hardworking.
1462219497,Male,Yes,37,Yes,Singer,4,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224650,Female,No,33,No,Scientist,1,Low,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225700,Female,Yes,55,Yes,Fashion Designer,2,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225579,Female,No,27,Yes,Doctor,0,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462223610,Male,Yes,75,Yes,Lawyer,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462220368,Female,No,26,No,Scientist,4,Low,1,Dog_7,Akshat,The specimen is responsible and hardworking.
1462223718,Female,Yes,48,Yes,Fashion Designer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226324,Male,No,33,No,Scientist,2,,4,Dog_3,Darsh,The specimen is reliable and experienced.
1462219335,Male,Yes,73,No,HR,1,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221794,Male,Yes,48,Yes,Fashion Designer,0,High,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224233,Male,Yes,47,No,HR,0,High,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220121,Female,No,42,No,Housewife,8,Low,1,Dog_3,Darsh,The specimen is reliable and experienced.
1462225146,Female,Yes,35,Yes,Scientist,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218951,Male,No,22,No,Doctor,0,Low,2,Dog_3,Darsh,The specimen is responsible and hardworking.
1462219496,Male,Yes,43,Yes,HR,7,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223477,Male,Yes,48,No,Singer,1,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221950,Male,Yes,62,Yes,HR,0,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224026,Male,Yes,37,Yes,Singer,9,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462224195,Female,No,37,Yes,Content Creation,0,Low,1,Dog_4,Darsh,The specimen is reliable and experienced.
1462224020,Male,Yes,68,No,Fashion Designer,0,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225348,Male,Yes,61,No,Scientist,7,Average,5,Dog_4,Darsh,The specimen is reliable and experienced.
1462226384,Female,No,33,No,Scientist,0,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462220443,Female,Yes,53,No,Scientist,0,Average,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462221894,Male,No,33,No,Doctor,1,Low,5,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462226364,Female,Yes,87,Yes,Lawyer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220467,Female,No,42,Yes,Singer,6,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219776,Female,No,30,No,Scientist,1,Low,5,Dog_3,Darsh,The specimen is reliable and experienced.
1462218966,Female,No,21,No,Doctor,1,Low,4,Dog_2,Darsh,The specimen is responsible and hardworking.
1462218947,Female,No,29,No,Scientist,1,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225907,Female,Yes,81,No,,,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226025,Female,Yes,77,No,Lawyer,,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462223834,Female,Yes,57,Yes,Fashion Designer,,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220936,Female,Yes,51,Yes,Scientist,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219291,Male,Yes,52,Yes,HR,0,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225928,Male,Yes,71,No,HR,5,Low,3,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462220088,Female,No,33,No,Housewife,8,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462221859,Female,No,30,Yes,Fashion Designer,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462225934,Male,Yes,39,Yes,Singer,9,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220035,Male,Yes,55,Yes,Scientist,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226128,Female,No,52,Yes,Fashion Designer,1,Low,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223463,Female,No,23,No,Singer,0,Low,2,Dog_2,Darsh,The specimen is responsible and hardworking.
1462226388,Male,Yes,43,Yes,Fashion Designer,,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222332,Male,No,28,Yes,Fashion Designer,8,Low,3,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462226481,Male,,29,Yes,Doctor,1,Low,,Dog_3,Darsh,The specimen is responsible and hardworking.
1462220280,Female,Yes,49,No,Scientist,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462224311,Female,Yes,51,No,Scientist,7,Average,5,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462226115,Male,No,28,No,,1,Low,1,Dog_4,Darsh,The specimen is responsible and hardworking.
1462226322,Male,,40,Yes,Fashion Designer,8,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223986,Male,No,42,Yes,Fashion Designer,,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462224565,Male,Yes,53,Yes,Scientist,2,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224896,Male,No,26,No,Doctor,0,Low,4,Dog_3,Chaitanya,The specimen is responsible and hardworking.
1462221750,Male,No,53,Yes,Singer,4,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462221681,Male,Yes,80,No,Lawyer,7,Low,,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462224293,Female,Yes,39,No,Scientist,,Average,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462222366,Male,Yes,42,No,Fashion Designer,7,Average,5,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226458,Female,Yes,56,Yes,Fashion Designer,1,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223392,Male,Yes,27,Yes,Doctor,4,High,3,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462221433,Female,No,33,Yes,Fashion Designer,1,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219150,Female,No,42,Yes,Fashion Designer,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462224819,Female,Yes,56,Yes,Fashion Designer,5,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220538,Male,No,26,Yes,Singer,1,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462222524,Female,Yes,52,No,Scientist,0,Low,,Dog_4,Akshat,The specimen is reliable and experienced.
1462219964,Male,Yes,36,Yes,Fashion Designer,1,Average,2,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462226328,,No,28,Yes,Fashion Designer,3,Low,4,Dog_2,Darsh,The specimen is responsible and hardworking.
1462222740,Male,Yes,35,Yes,Fashion Designer,4,Average,2,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462224172,Male,Yes,37,Yes,Singer,1,Average,3,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462220038,Male,Yes,36,No,Singer,0,Average,4,Dog_4,Akshat,The specimen is reliable and experienced.
1462225117,Female,No,33,No,Doctor,7,Low,6,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219747,Male,Yes,65,No,Lawyer,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221399,Female,Yes,56,Yes,Fashion Designer,,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220364,Female,Yes,53,Yes,Fashion Designer,0,Average,2,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462223726,Female,No,31,Yes,Scientist,1,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221680,Female,Yes,71,Yes,Lawyer,8,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220921,Female,No,33,Yes,Scientist,10,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462224762,Male,No,27,Yes,Fashion Designer,5,Low,4,Dog_3,Bhavesh,The specimen is responsible and hardworking.
1462221449,Male,Yes,70,No,Scientist,0,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223756,Female,Yes,40,Yes,Fashion Designer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218963,Male,Yes,33,Yes,Doctor,9,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462221465,Male,Yes,35,Yes,Housewife,9,Average,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462218664,Female,No,29,Yes,Fashion Designer,,Low,1,Dog_4,Bhavesh,The specimen is responsible and hardworking.
1462226256,Male,No,29,Yes,Singer,0,Low,5,Dog_4,Chaitanya,The specimen is responsible and hardworking.
1462222753,Male,No,27,Yes,Doctor,1,Low,3,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462219486,Male,No,27,Yes,Doctor,4,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225982,Female,No,50,Yes,Scientist,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219251,Male,Yes,61,No,Doctor,,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462223995,Male,Yes,61,Yes,HR,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222847,Male,Yes,67,Yes,1234,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226383,Female,No,18,No,Doctor,0,Low,,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462219558,Female,No,37,Yes,Singer,1,Low,2,Dog_7,Chaitanya,The specimen is reliable and experienced.
1462224926,Male,Yes,20,No,Doctor,1,Average,4,Dog_7,Darsh,The specimen is responsible and hardworking.
1462225201,Female,No,27,Yes,Scientist,9,Low,7,Dog_3,Chaitanya,The specimen is responsible and hardworking.
1462220125,Female,No,26,No,Doctor,1,Low,4,Dog_3,Chaitanya,The specimen is responsible and hardworking.
1462222566,Female,No,23,No,Doctor,6,Low,3,Dog_3,Darsh,The specimen is responsible and hardworking.
1462219801,Male,No,26,No,Scientist,8,Low,1,Dog_3,Darsh,The specimen is responsible and hardworking.
1462220676,Male,No,35,No,Doctor,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462218988,Male,Yes,57,Yes,HR,1,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223130,Male,No,30,No,Doctor,0,Low,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462220943,Male,Yes,48,Yes,Singer,1,Average,6,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223753,Male,No,38,Yes,Fashion Designer,9,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462220795,Male,No,23,No,,0,Low,8,Dog_4,Darsh,The specimen is responsible and hardworking.
1462221233,Male,Yes,83,Yes,Lawyer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226430,Male,Yes,47,Yes,Fashion Designer,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220512,Male,Yes,40,No,Singer,2,Average,5,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462219253,Male,Yes,32,Yes,Singer,6,Low,2,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462221094,Female,Yes,56,Yes,Scientist,0,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462222754,Male,No,22,No,Doctor,0,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462226111,Male,No,28,Yes,Doctor,1,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462219998,Male,No,27,No,Doctor,1,Low,3,,Bhavesh,The specimen is responsible and hardworking.
1462219632,Male,Yes,72,No,Lawyer,0,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223421,Female,No,31,Yes,Doctor,4,Low,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224456,Female,No,38,Yes,Doctor,0,Low,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462218692,Female,Yes,69,Yes,Scientist,0,Low,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462224346,Male,No,37,Yes,Doctor,0,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462218503,Female,No,18,No,Doctor,3,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462222597,Male,Yes,36,Yes,Fashion Designer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225883,Male,No,19,Yes,Content Creation,,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225815,Female,No,30,Yes,Fashion Designer,9,Low,5,Dog_6,Akshat,The specimen is reliable and experienced.
1462221350,Female,No,30,Yes,Fashion Designer,0,Low,5,Dog_2,Akshat,The specimen is reliable and experienced.
1462223973,Male,Yes,62,Yes,Fashion Designer,1,Average,2,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462220557,Male,Yes,53,Yes,Fashion Designer,3,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225134,Female,Yes,32,No,Scientist,3,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220227,Female,No,39,No,Scientist,4,Low,3,Dog_3,Darsh,The specimen is reliable and experienced.
1462220573,Male,Yes,63,Yes,Singer,,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226313,Female,Yes,62,Yes,Scientist,4,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218785,Female,No,19,No,Doctor,1,Low,2,Dog_6,Darsh,The specimen is rather joyful than responsible.
